k,original,galerkin,wavelet_db32,standard_p4,hybrid_N12_p4_int64
2375.0,1.0392526930747177e-28,1.1325909253096162e-28,6.061282508447538e-07,0.0021846882551344567,0.0007952371255743964
2376.0,1.029228283346753e-28,1.1057046770556352e-28,5.494054758975076e-07,0.002194039627069342,0.0008012543765400111
2377.0,1.0564781597773028e-28,1.1505759724581818e-28,5.199753228563496e-07,0.0022223064176524333,0.0008085430585298592
2378.0,1.0114307299060972e-28,1.097715057156413e-28,4.739521274201812e-07,0.0021327169733968993,0.0007828247616170183
2379.0,1.0532558029361277e-28,1.1402109047170495e-28,4.671880385567662e-07,0.0022140957725387835,0.0008081438934183545
2380.0,1.0400506101687876e-28,1.1201425392752766e-28,4.3037735995895074e-07,0.002128230224679882,0.0007791457521413932
2381.0,1.0230616640800106e-28,1.0950069381909755e-28,3.9930144210799567e-07,0.0021248784661371607,0.0007719580876233575
2382.0,1.0554117754838041e-28,1.137312683214676e-28,3.7107673738194365e-07,0.0021516428599775536,0.0007890396115772234
2383.0,1.0192578809906215e-28,1.0905537990895656e-28,3.342569821238135e-07,0.0020648784262060527,0.0007592029889333557
2384.0,1.0128349889153507e-28,1.0917108993169298e-28,2.9637724544241587e-07,0.002111517135647566,0.0007733185674441794
2385.0,1.02689414786525e-28,1.113821609601987e-28,2.952100986297978e-07,0.002053255025677823,0.0007499783437563383
2386.0,1.0150432214164321e-28,1.0846214002706225e-28,2.7262650222820575e-07,0.002066212683257213,0.0007508791713614043
2387.0,1.0428625106524657e-28,1.118767209126187e-28,2.467564104335071e-07,0.0020764057565399586,0.0007561059642758317
2388.0,9.999301774598311e-29,1.0668932412194705e-28,2.2955859211425474e-07,0.0019850986407838065,0.0007273398391799993
2389.0,1.0251192481903617e-28,1.114119423584247e-28,2.0706689030538085e-07,0.002083298910455095,0.0007576462935575818
2390.0,1.001093385958925e-28,1.0849241587237037e-28,1.9201731375912108e-07,0.0019713803152688323,0.0007203754558391157
2391.0,1.0200965097733676e-28,1.091923102094082e-28,1.8477909704474377e-07,0.002028420133752754,0.0007364640240102916
2392.0,1.0228650601643995e-28,1.102918778273726e-28,1.685666025466779e-07,0.001999260235615218,0.0007299575733344181
2393.0,9.960141498118405e-29,1.0822327732766629e-28,1.5505158947772555e-07,0.0019373453251994432,0.0007111968881801576
2394.0,1.0082283555514474e-28,1.0792076959961115e-28,1.415165579128267e-07,0.002013930731037701,0.0007339891890080884
2395.0,1.0043371930685465e-28,1.0852139447339618e-28,1.3811089999092986e-07,0.0019490249100048219,0.000709850418945185
2396.0,1.0043612158890481e-28,1.0813138550605808e-28,1.252977787642823e-07,0.001955699456724386,0.0007161458264075202
2397.0,1.017782579780893e-28,1.096760527337993e-28,1.1621187145026075e-07,0.0019404113023341113,0.0007134471128654879
2398.0,9.793956419318544e-29,1.0611458693265933e-28,1.0598649740069501e-07,0.0018838683903025927,0.000685163819517827
2399.0,9.90322613441658e-29,1.0752697478124344e-28,9.462944436879558e-08,0.001961064699528568,0.0007216505591085297
2400.0,1.0152678449325452e-28,1.094041721898514e-28,9.141210655161835e-08,0.0018860267074264172,0.0006903781163233169
2401.0,1.0058784987558293e-28,1.0685615453815803e-28,8.367313615797282e-08,0.0019043514041793624,0.0007006475158199723
2402.0,9.981637851039431e-29,1.0779996761847717e-28,7.626325181336147e-08,0.001883525404574836,0.0006907722179996146
2403.0,9.863076146852742e-29,1.0693414694244368e-28,6.759696366806786e-08,0.0018515119577723574,0.000675686417202278
2404.0,9.962188834727743e-29,1.0799047357204575e-28,6.147186389110921e-08,0.0018879960220648212,0.0006878947849404796
2405.0,1.0031186525349385e-28,1.0804521234007611e-28,6.034200208885293e-08,0.0018247375462694443,0.0006697079373404892
2406.0,9.73444027817022e-29,1.049171168730846e-28,5.19106702871743e-08,0.0018527962596462646,0.0006830202262052876
2407.0,9.909885249847765e-29,1.0751216965166681e-28,5.068869797158372e-08,0.0018350998568126635,0.000675724432488946
2408.0,9.736639257499848e-29,1.0443259465648197e-28,4.362200993007991e-08,0.0017869564458648539,0.0006577796029590701
2409.0,1.0053994120868693e-28,1.083581368797437e-28,4.116472015452664e-08,0.0018329472515122448,0.0006748540874210777
2410.0,9.5071891739849e-29,1.0265455839116895e-28,3.614617567633458e-08,0.0017611593962506965,0.0006448509388968868
2411.0,9.974711210709664e-29,1.0821043153033363e-28,3.397549729965534e-08,0.001823894550592727,0.0006699448788390107
2412.0,9.590229775747169e-29,1.0237751513483617e-28,3.021721548413257e-08,0.001759736982879622,0.0006485970366308158
2413.0,9.711961759094282e-29,1.0494350008537047e-28,2.7162407388848136e-08,0.0017544156626023207,0.00064544224129681
2414.0,9.89691863954139e-29,1.0557561271468356e-28,2.6466336043876768e-08,0.0017674669077100014,0.0006513778294529725
2415.0,9.203484239666408e-29,9.846500306243532e-29,2.290612894783744e-08,0.0017184090964530488,0.0006345195077831816
2416.0,9.779122521482758e-29,1.0321865126776188e-28,2.1575659279632295e-08,0.001763489426336257,0.0006444816141779133
2417.0,9.333212585334728e-29,9.89271914877082e-29,1.9568536421651647e-08,0.001717423621047235,0.0006298344368668658
2418.0,9.207428661293256e-29,9.861710864040353e-29,1.708734856683223e-08,0.0017128163704485664,0.0006298972473319413
2419.0,9.267459382415063e-29,1.0007505895954814e-28,1.6841549831342222e-08,0.0017116134964179786,0.0006257790240290363
2420.0,9.180973748379691e-29,9.807945960375629e-29,1.4923763996308107e-08,0.001700735107518463,0.0006185006461248806
2421.0,9.328501750832992e-29,9.96911989872043e-29,1.3436172929620068e-08,0.0016979097378939953,0.0006198783794649344
2422.0,9.317672121110297e-29,9.947843746998938e-29,1.273628448802054e-08,0.001682748470639296,0.0006123467467133447
2423.0,9.093653900250846e-29,9.756497803579079e-29,1.1071675276374511e-08,0.0016896468155900228,0.000614206494326778
2424.0,9.146569154179327e-29,9.711361736292255e-29,1.030402736190103e-08,0.0016530621868381975,0.0006008095346006627
2425.0,9.215046537546042e-29,9.749997003058233e-29,9.616203984590643e-09,0.0016775496959971674,0.000606916671721323
2426.0,9.074525602560035e-29,9.749427272451761e-29,8.44175341710811e-09,0.0016469882368213254,0.0006001555041743829
2427.0,9.056146564648706e-29,9.67717020244091e-29,8.236305949201826e-09,0.0016264861886999774,0.0005906074216460427
2428.0,9.266886091785823e-29,9.936174757474562e-29,7.51585990513973e-09,0.0016480480283145808,0.0005970937655155821
2429.0,9.065006834718286e-29,9.723995535826889e-29,6.689816961378952e-09,0.001598564385611118,0.0005815844206620059
2430.0,8.996313680976022e-29,9.549840104925334e-29,6.229667616773336e-09,0.0016270786707863068,0.0005959766099058676
2431.0,9.107995089119002e-29,9.674636478791458e-29,5.545124438656292e-09,0.0016005614300889776,0.0005797390215175562
2432.0,9.068019346618658e-29,9.84426711403291e-29,5.382734691316578e-09,0.001617436492609359,0.0005905592648539039
2433.0,8.81663710729007e-29,9.405113048690576e-29,4.535916996673675e-09,0.0015899946859725097,0.0005756804143493417
2434.0,8.769940744532905e-29,9.32381839599347e-29,4.122506562270044e-09,0.0015575119958775563,0.0005671571527847574
2435.0,9.252394590599843e-29,9.845513261842678e-29,3.9631192299550146e-09,0.0016183242463955014,0.0005878208903121276
2436.0,8.945049551678339e-29,9.603608876803505e-29,3.3125284152215595e-09,0.0015528149172383916,0.0005649527226711287
2437.0,9.127695260707027e-29,9.759274398288414e-29,3.161312400611132e-09,0.001592928923466143,0.0005786045468347516
2438.0,8.852584765958285e-29,9.424192041071499e-29,2.8332129907636575e-09,0.0015548440726443635,0.0005643766349529401
2439.0,8.962255433524703e-29,9.575592076748384e-29,2.5990211781409793e-09,0.0015217107803133815,0.0005525440999752451
2440.0,8.65861798896853e-29,9.224024066800085e-29,2.3054389034335683e-09,0.0015653922964583406,0.000566617253255919
2441.0,9.006451986630286e-29,9.683086838088145e-29,2.061431001401551e-09,0.0015227887478546863,0.0005519180227031722
2442.0,9.082990404563247e-29,9.698883767522668e-29,2.1151662283430913e-09,0.0015715934128452513,0.0005687031145836134
2443.0,8.60975311826551e-29,9.141974127120946e-29,1.7263941517441748e-09,0.0015037624038670943,0.0005498773049629497
2444.0,9.044632641624496e-29,9.674461154242096e-29,1.593215754746106e-09,0.0015047972524229885,0.0005470916697444868
2445.0,9.048392774492333e-29,9.69977390193145e-29,1.5367075324136484e-09,0.001521901888233362,0.0005555204355340586
2446.0,8.349054301141795e-29,8.874703123361027e-29,1.076684475045175e-09,0.0014706383327920938,0.0005399079003792389
2447.0,9.137111147677151e-29,9.767153070458365e-29,1.2558697537009105e-09,0.0015490543650897206,0.0005625248669161927
2448.0,8.909660450553671e-29,9.665901881096407e-29,1.0578772034855317e-09,0.0014864474220154678,0.0005446467568448662
2449.0,8.580609091739943e-29,9.116526413870289e-29,7.969432550116699e-10,0.0014801911910530816,0.0005371101189999334
2450.0,8.842206387438532e-29,9.468449031180616e-29,8.754857165431272e-10,0.0014840407502621428,0.0005368023095762847
2451.0,8.412304756089272e-29,8.925142228744547e-29,6.483499927132551e-10,0.0014394378728285761,0.0005208707335240023
2452.0,8.956991390766889e-29,9.58428536755684e-29,6.802109995971911e-10,0.0014994538173598434,0.0005410778116442283
2453.0,8.777349077634193e-29,9.305104615567822e-29,6.322644761957712e-10,0.0014552413924144164,0.0005285946737591496
2454.0,8.565944848855308e-29,9.158444043001707e-29,4.583106221094224e-10,0.001451598633072021,0.0005229333759690782
2455.0,8.723483755420648e-29,9.326101591620796e-29,5.113019768564593e-10,0.001446800183153303,0.0005201897955415101
2456.0,8.792421039612366e-29,9.559060958665617e-29,4.2775878645860086e-10,0.0014243692335167276,0.0005133031257910435
2457.0,8.321004709941107e-29,8.970415338482144e-29,3.5759683625691325e-10,0.0014485249460179622,0.0005227245624453429
2458.0,8.943454712890572e-29,9.493746438526e-29,3.713134841618275e-10,0.0014141423429034387,0.000512029746697597
2459.0,8.31920962201839e-29,8.794744828863737e-29,2.77938393071582e-10,0.0014137214874604307,0.0005117476901476385
2460.0,8.490067404025407e-29,9.132374632403849e-29,2.955866292405445e-10,0.0013864785313061794,0.0005018051858243198
2461.0,8.882935330176675e-29,9.448608175711603e-29,2.5276123783057497e-10,0.0014187353644706168,0.0005137560373246837
2462.0,8.274829452553002e-29,8.897042791605283e-29,2.1729388729442073e-10,0.0014013851214755707,0.0005025470330752689
2463.0,8.51712448697542e-29,9.114236856455288e-29,2.0598097030209895e-10,0.0013677918861793822,0.0004900915155451624
2464.0,8.330282295696422e-29,8.96921332159551e-29,1.6249761178782484e-10,0.0014091822583075153,0.0004990542908088597
2465.0,8.583740804349696e-29,9.220029098814776e-29,1.6389021535640296e-10,0.0013530065438753683,0.0004845937732479797
2466.0,8.473046899623059e-29,9.062883069889611e-29,1.3560126430790633e-10,0.0013962399133156755,0.0004982939085693163
2467.0,8.395550498844134e-29,9.085144945769677e-29,1.2940651282730332e-10,0.0013618527793758878,0.00048522865724356587
2468.0,8.327504925262344e-29,9.03153942025221e-29,1.1215857311781614e-10,0.0013392347579689642,0.00047699499762339997
2469.0,8.561489769955313e-29,9.238106442505758e-29,9.689211118503168e-11,0.0013961476689510364,0.0004919621189950551
2470.0,8.317429036760178e-29,8.960769969001762e-29,9.095436643401928e-11,0.0013194801571565998,0.00046928110897522733
2471.0,8.244235166615338e-29,8.874137699103835e-29,7.226626670331673e-11,0.0013660393564193043,0.0004841288916070639
2472.0,8.488232139510843e-29,9.164146601214829e-29,7.374178248009581e-11,0.0013288133086053764,0.00047443625996206724
2473.0,8.156276667235197e-29,8.658536484006206e-29,5.830738436490983e-11,0.0013167195077826383,0.00047065963418558643
2474.0,8.649846605437677e-29,9.233298520828859e-29,5.702148224116209e-11,0.001335926552032863,0.00047572700999419596
2475.0,8.188638784016752e-29,8.75423850085174e-29,4.900537888285684e-11,0.001281021805700878,0.00045217376221856344
2476.0,8.386451583990024e-29,9.040317285312716e-29,4.2264064296250366e-11,0.0013411745322391667,0.00047641085829432296
2477.0,8.392444693943451e-29,8.931694087576226e-29,3.992308773860729e-11,0.0012843756059015769,0.00045361796021782107
2478.0,8.343074957148378e-29,8.852245277345331e-29,3.302436739618257e-11,0.0013074013172792683,0.0004624610718982937
2479.0,8.496032515214709e-29,9.092442624116803e-29,3.17780176468517e-11,0.0013066003118961242,0.0004627306999903899
2480.0,7.930120261631922e-29,8.597596995510212e-29,2.507866254267303e-11,0.0012463788543237695,0.00044379697114004744
2481.0,8.526301917089561e-29,8.985869511477624e-29,2.4456928532661087e-11,0.0013217141275509601,0.00047043260626920206
2482.0,8.044376323927331e-29,8.619288530203793e-29,2.1177876490076964e-11,0.0012432042445972326,0.00044339409255240373
2483.0,8.418699741114349e-29,9.062999080384295e-29,1.9298383632930294e-11,0.0012887645241561455,0.0004606047533118155
2484.0,8.215521987645736e-29,8.838034964978136e-29,1.742318001726409e-11,0.0012565811978714398,0.00044896045591116617
2485.0,8.103847237638254e-29,8.653913241355237e-29,1.4905273231632578e-11,0.0012382671531284784,0.0004395927031119339
2486.0,7.819062535865661e-29,8.451769758145641e-29,1.257749602619728e-11,0.001275134648696559,0.00045142806604663266
2487.0,8.37526530729903e-29,8.888233406245773e-29,1.1603064275576226e-11,0.0012218254543346868,0.00043248788147958703
2488.0,8.022128087350276e-29,8.492742421007394e-29,9.944383760342246e-12,0.0012755041022983501,0.0004466682700497379
2489.0,7.962067589548704e-29,8.627262732837026e-29,8.736390719635516e-12,0.0012253292936596223,0.0004307028591511182
2490.0,7.924751271868786e-29,8.515035112525672e-29,7.546778077989881e-12,0.0012339239385013448,0.00043454015917192187
2491.0,7.962332931155958e-29,8.500777433708526e-29,6.531169785614471e-12,0.0012314848061131993,0.000433529531321086
2492.0,7.864130074939575e-29,8.465217410310753e-29,5.96350224426945e-12,0.0012009790186226115,0.0004222286625520553
2493.0,7.952171270640625e-29,8.347594684559236e-29,5.244944463995271e-12,0.0012581477849417533,0.00043764777191991
2494.0,8.037225749078416e-29,8.756223350251868e-29,4.752945202894274e-12,0.001202142053325573,0.00042492583630070657
2495.0,7.683106799152693e-29,8.157688352435068e-29,4.0292187284434504e-12,0.0012077067192296724,0.0004220137298609082
2496.0,8.110352013367086e-29,8.69006457412662e-29,3.742950064986612e-12,0.0012094089701195484,0.00042232833398763244
2497.0,7.760643288878014e-29,8.19108322970991e-29,3.2456922342631528e-12,0.0011672923741134953,0.0004096651620234626
2498.0,8.129746950012714e-29,8.770620293809453e-29,2.8320247964674523e-12,0.0012179117806957426,0.00042532253476956034
2499.0,7.78199638860834e-29,8.278092368223307e-29,2.4438098322165048e-12,0.0011799832604276925,0.00040866964352903406
2500.0,7.737024034598948e-29,8.368667532668385e-29,2.1077523430839424e-12,0.0011908341150251313,0.00041576299931683373
2501.0,8.024160527148335e-29,8.491862748238895e-29,1.867694507472807e-12,0.0011751886992625322,0.000407933155764745
2502.0,7.623040912409047e-29,8.129653196023695e-29,1.6285118542406415e-12,0.0011640976583582956,0.00040337184405069725
2503.0,8.21853848050136e-29,8.735199659637374e-29,1.4020874139387454e-12,0.0011758426396176207,0.00040690052105603385
2504.0,7.56228995515877e-29,8.161599848112488e-29,1.31232376247591e-12,0.0011416462673677105,0.00039527038582508204
2505.0,8.087881954127655e-29,8.53824309581143e-29,1.0508292514892553e-12,0.0011742605471339285,0.00040719589716260723
2506.0,7.528913904558007e-29,8.01906149919774e-29,9.504771310591949e-13,0.001128411219501712,0.00039181704030640007
2507.0,7.770957606005355e-29,8.320712668694835e-29,8.580846282529447e-13,0.0011448714919112498,0.00039614151298138033
2508.0,7.756507167315013e-29,8.274294040172977e-29,6.808264146148134e-13,0.0011443866310235304,0.0003955966409190466
2509.0,7.583270383880785e-29,8.176211472991725e-29,6.727536613725432e-13,0.0011117465804776374,0.0003830686271243553
2510.0,8.14386898251428e-29,8.835391799904583e-29,5.753802587995684e-13,0.0011656065579962937,0.00039943181101593177
2511.0,7.336545638269062e-29,7.841839769460864e-29,4.652406262949536e-13,0.0011055531895418874,0.0003818033391722537
2512.0,7.890075489519218e-29,8.55058877646817e-29,4.2317138139689483e-13,0.0011407665537046896,0.00038977188294632393
2513.0,7.495711044143977e-29,7.991511842945574e-29,3.579780470348088e-13,0.0011105456136605162,0.00038004270927160556
2514.0,7.775411341550654e-29,8.151716471687583e-29,3.172759467060684e-13,0.0011037554325405694,0.0003770259174725516
2515.0,7.935949980681556e-29,8.596539945870116e-29,2.8092395785563147e-13,0.0011190386235817044,0.0003818932759173269
2516.0,7.280715087261392e-29,7.905535742074494e-29,2.2848107862063363e-13,0.001084127010468855,0.0003688045924733275
2517.0,8.011629428472853e-29,8.471564197444183e-29,2.072631072593094e-13,0.0011189378605456516,0.0003794271442871925
2518.0,7.532898420520804e-29,8.026060691156876e-29,1.7261207373260662e-13,0.0010845311071022241,0.000371564886339918
2519.0,7.628690803634297e-29,8.169779518818373e-29,1.507355978917479e-13,0.0010830348689155724,0.0003694661154460508
2520.0,7.780450031068739e-29,8.288115766075312e-29,1.3173685898441733e-13,0.0010895227100965806,0.0003711477459209574
2521.0,7.378467774614938e-29,7.760009886702023e-29,1.1020259487636137e-13,0.0010603380798640302,0.00036012242072137483
2522.0,7.916090271278101e-29,8.55083257115548e-29,9.830138717842706e-14,0.0010986911565666686,0.0003721634402441539
2523.0,7.245701351058547e-29,7.733938317327102e-29,8.300419813363222e-14,0.0010611316087275682,0.0003620705779532486
2524.0,7.78530348437358e-29,8.159117290392538e-29,7.134889096506719e-14,0.0010600223759619043,0.000359379385756459
2525.0,7.513158134738461e-29,7.894888763203945e-29,6.149846442321585e-14,0.0010707117175793768,0.00035955489893548735
2526.0,7.354836761494724e-29,7.901803156814145e-29,5.326720545677831e-14,0.0010489991089192836,0.00035534405844715093
2527.0,7.406578012449582e-29,7.906267770720789e-29,4.5235377641466755e-14,0.0010584080953154956,0.0003547127091717618
2528.0,7.512287946133786e-29,8.038418180659374e-29,3.907909939060753e-14,0.0010453732213883946,0.0003544768711301999
2529.0,7.501355586578651e-29,8.029656695861425e-29,3.217426479032544e-14,0.0010470164510043337,0.0003517601203128734
2530.0,7.494368936414782e-29,7.911013553150986e-29,2.9027762675831535e-14,0.0010524748795535054,0.00035549024128415533
2531.0,7.526806790227152e-29,8.117759248081688e-29,2.5087946146389162e-14,0.0010443909444137274,0.00035201302458581296
2532.0,7.28609000946282e-29,7.697523905637329e-29,2.1812167861189392e-14,0.0010341082822904733,0.0003477403206050043
2533.0,7.138517583012285e-29,7.530848595194878e-29,1.793964121654875e-14,0.0010154088775893972,0.0003431055198457187
2534.0,7.526718791190162e-29,7.984183091223083e-29,1.6963001785442175e-14,0.0010471005435502183,0.00035446042784893913
2535.0,7.288101942461397e-29,7.61282662654217e-29,1.4201606902339537e-14,0.0010045944458944754,0.0003412550997295208
2536.0,7.594139174207908e-29,7.988605931702499e-29,1.2678502130739717e-14,0.0010374269760893848,0.00035225514473475396
2537.0,7.118628289039621e-29,7.544915852194686e-29,1.1241658001421825e-14,0.0010008743144448522,0.00033855060778851815
2538.0,7.13029005871614e-29,7.421218142556163e-29,9.066225391573302e-15,0.0010031016099331994,0.0003421550600019596
2539.0,7.625916223464848e-29,8.103919163611646e-29,8.05944548514601e-15,0.00103783072110914,0.0003510208639417785
2540.0,7.048401574558457e-29,7.451256156671276e-29,6.6732618607006295e-15,0.0009899212404305352,0.0003346583150483764
2541.0,7.77369529868869e-29,8.319653729601296e-29,5.850994706469666e-15,0.0010237448020087316,0.00034495937529288226
2542.0,7.105495865324935e-29,7.41022545231693e-29,5.096195335393546e-15,0.0009754995722349877,0.00033036993430638276
2543.0,7.441497340451595e-29,7.879999828211467e-29,4.1749923174707865e-15,0.0009969077195185285,0.00033773781766570187
2544.0,7.089337039403401e-29,7.549378415326302e-29,3.605634120829506e-15,0.0009918549175198309,0.0003347681801322097
2545.0,7.105576873686155e-29,7.467654576378977e-29,3.033825284418021e-15,0.0009679251767811356,0.0003258698004504329
2546.0,7.31824788404155e-29,7.825061813163538e-29,2.484146388772623e-15,0.0010025939407616597,0.00033550840322883095
2547.0,6.910136442633994e-29,7.346067698547447e-29,2.177054945227692e-15,0.0009601314069509898,0.00032133934741084447
2548.0,7.576274034181786e-29,8.030588003472094e-29,1.8008109808497262e-15,0.0009857605495597623,0.00033002127688303717
2549.0,6.904253841879961e-29,7.449311285457994e-29,1.5417229887036057e-15,0.0009720294300757193,0.0003241396207092029
2550.0,6.868465048342748e-29,7.283116643732616e-29,1.3664933143370735e-15,0.0009380761317742043,0.00031445997934827734
2551.0,7.532083145497517e-29,8.022897864431569e-29,1.1570911276231446e-15,0.0009847731338645544,0.00032813857525331233
2552.0,6.84656720913751e-29,7.328566085662646e-29,1.0052987319350494e-15,0.0009365631021569905,0.00031156746770233385
2553.0,7.372311814932561e-29,7.851428565030799e-29,8.747647544453755e-16,0.0009751233929554376,0.000323763241326285
2554.0,6.98879160511992e-29,7.432556025998904e-29,7.403972687870206e-16,0.0009495371371606895,0.00031389920892715755
2555.0,6.803772224887832e-29,7.242686082305537e-29,6.321276453987298e-16,0.0009386860916360787,0.00031249542087884256
2556.0,7.224998409439532e-29,7.775205481842612e-29,5.367364330010439e-16,0.0009388899725293649,0.0003120278518695685
2557.0,6.927185961792449e-29,7.246803985081545e-29,4.57623963916159e-16,0.0009153723953467457,0.00030377118240571167
2558.0,7.050706857931695e-29,7.686786780804963e-29,3.8488947575588985e-16,0.0009702425315047739,0.00032129509695150616
2559.0,6.574193254633618e-29,7.071210692420637e-29,3.186781433712437e-16,0.0009130829296839855,0.0003013197148814263
2560.0,6.654609809199552e-29,7.07793288107866e-29,2.695761109326199e-16,0.0009335389864331329,0.0003082424764872951
2561.0,6.492450490431975e-29,7.194629466523682e-29,2.141034064738115e-16,0.0009165950000113697,0.0003009913636833181
2562.0,6.099644437207088e-29,6.668763233060383e-29,1.7868508860868272e-16,0.0008890871203244288,0.00029242185113268057
2563.0,6.707193528277344e-29,7.373879133911172e-29,1.507754745746581e-16,0.0009543903251572685,0.0003139667439789303
2564.0,5.886997879970161e-29,6.471252925162475e-29,1.2217322588574696e-16,0.0008783554137976494,0.0002884053026055874
2565.0,6.136916035058255e-29,6.870752496754352e-29,1.0931740937280177e-16,0.0009260262854280076,0.0003030924870528832
2566.0,6.216330304194105e-29,6.998155130626129e-29,8.713499910535764e-17,0.0008831867164012719,0.0002915879963370595
2567.0,5.819656560800756e-29,6.486209448145823e-29,7.396495937643875e-17,0.0008763845242529826,0.00028778871347532453
2568.0,6.358753067449511e-29,7.110003673586973e-29,6.618946895204004e-17,0.000939973917156085,0.00030724035029049574
2569.0,5.890438129650189e-29,6.627678528034853e-29,5.2930180362811314e-17,0.0008705221722470159,0.0002859302630890041
2570.0,5.91683750577216e-29,6.642615316031539e-29,4.596724730333209e-17,0.000911923369464737,0.0002973844480404825
2571.0,5.979671437004753e-29,6.742430222232327e-29,3.7617206267223686e-17,0.000871674444226452,0.00028406817676066644
2572.0,5.923043258686962e-29,6.643603103281437e-29,3.032801354158965e-17,0.000882632637031824,0.00028794300854480845
2573.0,6.149531634685161e-29,6.806409921479741e-29,2.711940047943294e-17,0.000892343893868925,0.0002930081350317655
2574.0,5.716634444323641e-29,6.478536165347094e-29,2.163678821810878e-17,0.0008483650244932664,0.0002783822228912863
2575.0,6.022934528582458e-29,6.782829095638795e-29,1.9822976009271993e-17,0.0009031143764013337,0.00029480883032613513
2576.0,5.824463649194922e-29,6.585037839348735e-29,1.5090001251213948e-17,0.0008555774936775519,0.00028159589565775986
2577.0,5.845973773649186e-29,6.481720159439425e-29,1.3224800713153248e-17,0.0008726536377713775,0.00028443849503656803
2578.0,6.018898806845944e-29,6.670893656674966e-29,1.1132195681095616e-17,0.0008696169453847381,0.000286862324395284
2579.0,5.777588444239438e-29,6.458145239431518e-29,9.366775022721994e-18,0.000834208583065519,0.00027480474377696425
2580.0,6.003646405070356e-29,6.676022325222867e-29,7.487196473883691e-18,0.0008909249779589275,0.00029234763995124503
2581.0,5.915665952905283e-29,6.745092531410048e-29,6.0125741686594594e-18,0.0008345824986091396,0.0002749445574008799
2582.0,5.685438635813703e-29,6.289083967713704e-29,5.103550269210597e-18,0.0008648779070789884,0.00028248180907811804
2583.0,5.988534376132952e-29,6.655271742756803e-29,4.3846082991894294e-18,0.0008407864321540309,0.0002762944354623663
2584.0,5.673073234210302e-29,6.422999464307554e-29,3.5066525704337464e-18,0.0008374733530997066,0.00027257374526444534
2585.0,5.852146030775898e-29,6.530706572842246e-29,3.2070261055459953e-18,0.0008661896483590673,0.0002838602936242137
2586.0,5.807912823825651e-29,6.654962875455741e-29,2.440401389485731e-18,0.0008178985694457549,0.0002689954694900241
2587.0,5.543765169522002e-29,6.144356794193781e-29,1.979225679218103e-18,0.000853967136485578,0.0002800420396197737
2588.0,5.805711873432819e-29,6.432390559475864e-29,1.8671668568004082e-18,0.000819995045914191,0.00026808303623653305
2589.0,5.804085239451535e-29,6.563535301866778e-29,1.372150359507527e-18,0.000824228576354637,0.00026680009588076744
2590.0,5.709049058665843e-29,6.521609781546754e-29,1.2387424875468024e-18,0.0008393907320045507,0.0002730696798044149
2591.0,5.792844160896635e-29,6.49398478053866e-29,9.72365813301671e-19,0.0008037051974424802,0.0002619894910644784
2592.0,5.712582946396808e-29,6.436690305689852e-29,7.694660631023942e-19,0.0008353429874720944,0.0002715612378142259
2593.0,5.543649378700228e-29,6.231461402738807e-29,6.725344704798717e-19,0.0007957690721759951,0.0002563241085117925
2594.0,5.894573972396416e-29,6.632133503644399e-29,5.150144302629614e-19,0.0008235597820046395,0.00026517415383028533
2595.0,5.64164717248911e-29,6.333753964944675e-29,4.346209001063869e-19,0.0008052424993468973,0.00025885887444001806
2596.0,5.607914043138411e-29,6.217978653866783e-29,3.49398005242456e-19,0.0007898656420627352,0.00025521619790897827
2597.0,5.774322363072671e-29,6.48621299374246e-29,2.652289231352324e-19,0.0008243499239879204,0.00026431918398366126
2598.0,5.486152785673986e-29,5.997786058284452e-29,2.328662353309015e-19,0.0007729521473718941,0.0002485271759188152
2599.0,5.973803669058753e-29,6.649221590602306e-29,1.8603217105342328e-19,0.0008101896127439847,0.00026058057585488076
2600.0,5.512299614250179e-29,6.209166431772393e-29,1.4887645025150662e-19,0.0007853272260501773,0.00025221276419392605
2601.0,5.489294623593782e-29,6.168336724902996e-29,1.2880784399103017e-19,0.0007949482662205573,0.000252756183798453
2602.0,5.727256272244548e-29,6.456473881661256e-29,1.012852456963819e-19,0.0007785955027524978,0.0002467586652205636
2603.0,5.208864409729043e-29,5.792297977427537e-29,8.106836442263869e-20,0.0007613082095006637,0.00024218180464249378
2604.0,5.77456745287767e-29,6.498578805777007e-29,7.239977993686351e-20,0.0008018398626825318,0.0002521760735682435
2605.0,5.545929131187096e-29,6.255748795197411e-29,5.704565042660472e-20,0.0007757482561176322,0.000244573698942892
2606.0,5.348056597585593e-29,6.008595970120971e-29,4.587923056425839e-20,0.0007786246822110088,0.00024650455342073235
2607.0,5.727040697190578e-29,6.422073368816326e-29,3.817058843334471e-20,0.0007714466831925056,0.00024228745851931864
2608.0,5.2968533644955e-29,5.909248313236483e-29,3.108449569253043e-20,0.0007388655480515974,0.00023499373120235847
2609.0,5.486718622855644e-29,6.128842472710192e-29,2.3530489686673944e-20,0.0007813253458761679,0.0002465310663231199
2610.0,5.594277223103536e-29,6.301815481275478e-29,2.104783574703284e-20,0.0007437531176061205,0.00023579609575045618
2611.0,5.200132663268714e-29,5.921529476238603e-29,1.4456224027190968e-20,0.0007675108947996675,0.00024337506378104137
2612.0,5.552208148427554e-29,6.204014773744589e-29,1.3099209894561363e-20,0.0007491324332579384,0.00023713638777512995
2613.0,5.335096681587713e-29,6.082652354206103e-29,9.63337753652648e-21,0.0007405887882621148,0.00023324455642357707
